Title,Authors,Link,Abstract,Citations,AI/ML Research?,Survey?,RecSys?,Mamba?,Published in,Conference
Mifnet: a MamBa-based interactive frequency convolutional neural network for motor imagery decoding,"L Yang, W Zhu - Cognitive Neurodynamics, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11571-025-10287-1&casa_token=831QmLl7sf0AAAAA:3FEIcmKJbGQlI3p75CTAS7L6_uac_Syh8_C8fthbsOCfM-sW0cIIgaAgo6Dn6HeOoTEGm7UzIvyU9qL_Lg,"Motor imagery (MI) decoding remains a critical challenge in brain-computer interface (BCI)systems due to the low signal-to-noise ratio, non-stationarity, and complex spatiotemporal …",,,,,,,
Deep tree tensor networks for image recognition,"C Nie, J Chen, Y Chen - arXiv preprint arXiv:2502.09928, 2025 - arxiv.org",https://arxiv.org/abs/2502.09928,"Originating in quantum physics, tensor networks (TNs) have been widely adopted as exponentialmachines and parameter decomposers for recognition tasks. Typical TN models, such …",,,,,,,
Data-Driven Strategies for Complex System Forecasts: The Role of Textual Big Data and State-Space Transformers in Decision Support,"H Huo, W Guo, R Yang, X Liu, J Xue, Q Peng, Y Deng… - Systems, 2024 - mdpi.com",https://www.mdpi.com/2079-8954/12/5/171,"In this research, an innovative state space-based Transformer model is proposed to addressthe challenges of complex system prediction tasks. By integrating state space theory, the …",,,,,,,
"Route, Select, Activate: The Mechanics of Mixture of Experts",F Gamal - engrxiv.org,https://engrxiv.org/preprint/view/4504,"… the breadth of applications that have benefited from MoE-based models, from naturallanguage understanding and image classification, to machine translation and recommendation …",,,,,,,
Pushing the Limits of Low-Bit Optimizers: A Focus on EMA Dynamics,"C Xu,W Liang, M Yu, A Liu, KY Zhang, S Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.00347,… for neural machine translation and RoBERTa-Large for natural language understanding; (RS)DCN for click-through rate prediction and HSTULarge for sequential recommendation. …,,,,,,,
ALIS: Aligned LLM Instruction Security Strategy for Unsafe Input Prompt,"X Song, S Duan, G Liu - … of the 31st International Conference on …, 2025 - aclanthology.org",https://aclanthology.org/2025.coling-main.613/,"… For example, for a health consultation assistant, these functionalities might include dietaryadvice, exercise recommendations, etc. This step aims to comprehensively cover all functional …",,,,,,,
Rhythm-Based Attention Analysis: A Comprehensive Model for Music Hierarchy,"F Zhu, C Wu, Q Huang, N Zhu,T Leng- Applied Sciences, 2025 - mdpi.com",https://www.mdpi.com/2076-3417/15/11/6139,"… This approach promises more precise insights into the musical hierarchy, paving the wayfor advancements in MIR applications like automated composition, music recommendation …",,,,,,,
From RAG to Multi-Agent Systems: A Survey of Modern Approaches in LLM Development,"GA e Aquino, NS de Azevedo,LYS Okimoto… - 2025 - preprints.org",https://www.preprints.org/frontend/manuscript/12d92f418fc17b4bd3e6b6144acf951c/download_pub,"The rapid evolution of intelligent chatbots has been largely driven by the advent of LargeLanguage Models (LLMs), which have greatly enhanced natural language understanding and …",,,,,,,
VISTA: Vision-Language Inference for Training-Free Stock Time-Series Analysis,"T Khezresmaeilzadeh,P Razmara,S Azizi… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.18570,"Stock price prediction remains a complex and high-stakes task in financial analysis, traditionallyaddressed using statistical models or, more recently, language models. In this work, we …",,,,,,,
Light-t2m: A lightweight and fast model for text-to-motion generation,"LA Zeng, G Huang, G Wu,WS Zheng- Proceedings of the AAAI …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/33062,"Despite the significant role text-to-motion (T2M) generation plays across various applications,current methods involve a large number of parameters and suffer from slow inference …",,,,,,,
Efficient Systems for Serving Neural Retrievers and Language Models,K Santhanam - 2024 - search.proquest.com,https://search.proquest.com/openview/47fafdde9396d2871aa77b170f59cbcb/1?pq-origsite=gscholar&cbl=18750&diss=y,"… Finally, we discuss and make recommendations for future benchmark design and highlightDynascores [87] as a particularly effective tool for facilitating multifaceted ranking of retrieval …",Related articles,,,,,,
Human Movement Disorders Analysis with Graph Neural Networks,H Zhang- 2024 - etheses.dur.ac.uk,http://etheses.dur.ac.uk/15455/1/PhD_Thesis_Haozheng.pdf,"Human movement disorders encompass a group of neurological conditions that causeabnormal movements. These disorders, even when subtle, may be symptomatic of a broad …",,,,,,,
HGTUL: A Hypergraph-based Model For Trajectory User Linking,"F Chang, X Zhu,Z Hu, Y Qin - arXiv preprint arXiv:2502.07549, 2025 - arxiv.org",https://arxiv.org/abs/2502.07549,"… , in public safety, TUL can assist in identifying the movement patterns of potential terroristsor criminal suspects; in the commercial domain, it can support personalized recommendations …",,,,,,,
Designing for Inference in Future Generative Models,JN Yan - 2024 - search.proquest.com,https://search.proquest.com/openview/6ef8880d87d3a9e16c4fe4d434fc3a38/1?pq-origsite=gscholar&cbl=18750&diss=y,"The rapid evolution of generative models has significantly advanced artificial intelligence,enabling the creation of human-like text, realistic images, and even scientific discoveries. …",Related articles,,,,,,
Traj-llm: A new exploration for empowering trajectory prediction with pre-trained large language models,"Z Lan,L Liu, B Fan,Y Lv,Y Ren… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10574364/,"… Furthermore, the predicted modality K is set to 5 and 10, which also aligns harmoniouslywith the recommendation of the nuScenes dataset. Evaluation Metrics. We evaluate our model …",,,,,,,
Linear Model and Gradient Feature Elimination Algorithm Based on Seasonal Decomposition for Time Series Forecasting.,"ST Cheng, YJ Lyu, YH Lin - Mathematics (2227-7390), 2025 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=22277390&AN=183648241&h=Wym9%2FWokT9tbuaIruYZDWf74wPN7UQXgSTqOSNb3F71LB0nlZgWNszZ%2F%2B9eBA5%2BTaUFdsL6JI2Hki92nylvmtA%3D%3D&crl=c,"… By forecasting this target, we aim to convert the predictions into order recommendationsthat help reduce the number of weeks with insufficient inventory and optimize overall inventory …",Related articles,,,,,,
Debunking the CUDA Myth Towards GPU-based AI Systems: Evaluation of the Performance and Programmability of Intel's Gaudi NPU for AI Model Serving,"Y Lee,J Lim,J Bang,E Cho,H Jeong, T Kim… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3695053.3731050,"… Specifically, we focus on recommendation systems (RecSys) and large language models(LLMs), as these two are among the most widely deployed AI models in cloud environments. …",,,,,,,
Natural Language Processing Approaches for Closed-Domain Technical Dialogues,M Boukhatem - 2024 - theses.hal.science,https://theses.hal.science/tel-05095389/,"This thesis explores various advanced methods in Natural Language Processing (NLP) toimprove the interpretation and analysis of textual data, particularly in multilingual and …",,,,,,,
Debunking the CUDA Myth Towards GPU-based AI Systems,"Y Lee,J Lim,J Bang,E Cho,H Jeong, T Kim… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2501.00210,"… Specifically, we focus on recommendation systems (RecSys) and large language models(LLMs), as these two are among the most widely deployed AI models in cloud environments. …",,,,,,,
Physics-Informed Deep Transfer Learning for sEMG-Based Multiple Joint Angle and Torque Estimation,"L Han,L Cheng,Y Zou,Y Li- IEEE Transactions on …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/11008861/,… A total of seven sensors was placed on seven target muscles in the right arm followingthe SENIAM recommendation [33]: five on the wrist muscles which control wrist movement (Flexor …,Related articles,,,,,,
DOGE: Reforming AI Conferences and Towards a Future Civilization of Fairness and Justice,"Z Allen-Zhu, X Xu - auditing, 2025 - zeyuan.allen-zhu.com",http://zeyuan.allen-zhu.com/paper/2025-doge.pdf,"We also hint at DOGE 2.0, which could introduce robust, persistent incentives for reviewers—potentiallyincluding crypto-based rewards or penalties—to foster a fairer and more …",,,,,,,
Scalable trajectory-user linking with dual-stream representation networks,"H Zhang,W Chen, X Zhao,J Qi,G Jiang… - Proceedings of the AAAI …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/33443,"Trajectory-user linking (TUL) aims to match anonymous trajectories to the most likely userswho generated them, offering benefits for a wide range of real-world spatio-temporal …",,,,,,,
Representation Learning for Music and Audio Intelligence,K Chen- 2024 - search.proquest.com,https://search.proquest.com/openview/0e228ff803da89854c1c8c7915b90145/1?pq-origsite=gscholar&cbl=18750&diss=y,"With recent breakthroughs in machine learning, the pursuit of efficient and effective featurerepresentation has gradually taken center stage, igniting groundbreaking possibilities for …",,,,,,,
State space model for new-generation network alternative to transformers: A survey,"X Wang, S Wang,Y Ding,Y Li, W Wu, Y Rong… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2404.09516,"In the post-deep learning era, the Transformer architecture has demonstrated its powerfulperformance across pre-trained big models and various downstream tasks. However, the …",,,,,,,
Large Language Models for Psychological Assessment: A Comprehensive Overview,"J Brickman,M Gupta,JR Oltmanns- Advances in Methods and Practices …, 2025 - files.osf.io",https://files.osf.io/v1/resources/qm9ae_v1/providers/osfstorage/67f2a5d181667bddce8b7f3b?format=pdf&action=download&direct&version=1,Large language models (LLMs) are extraordinary tools demonstrating potential to improveour understanding of psychological characteristics. They provide an unprecedented …,,,,,,,
"Algorithms, Techniques and Applications of Intelligent Diagnosis Using Dynamic Ultrasound: A Review","J Liu, J Zhang, Y Shao, X Xiao, S Huang… - IEEE Access, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/11030610/,"Intelligent diagnosis based on dynamic ultrasound utilizes machine learning and imageprocessing technologies to improve the speed and accuracy of ultrasound video diagnostics, …",,,,,,,
UMoE: Unifying Attention and FFN with Shared Experts,"Y Yang, C Wang,J Li- arXiv preprint arXiv:2505.07260, 2025 - arxiv.org",https://arxiv.org/abs/2505.07260,"… We implement all MoE models with a fixed expert per layer, following recommendations foroptimal model performance [8, 33]. UMoE adopts the pre-mixing attention mechanism, which …",,,,,,,
"Neural Information Processing: 31st International Conference, ICONIP 2024, Auckland, New Zealand, December 2–6, 2024, Proceedings, Part V","M Mahmud,M Doborjeh, K Wong, ACS Leung… - 2025 - books.google.com",https://books.google.com/books?hl=en&lr=&id=7epnEQAAQBAJ&oi=fnd&pg=PR6&dq=recommendation&ots=hHhh0tnsjJ&sig=qDKF0HA1OxX255w8vdlNEmbyhwc,"The eleven-volume set LNCS 15286-15296 constitutes the refereed proceedings of the 31stInternational Conference on Neural Information Processing, ICONIP 2024, held in Auckland…",Related articles,,,,,,
Language Models and Cybersecurity-Applications and Current Limits,M Boffa- 2025 - tesidottorato.depositolegale.it,https://tesidottorato.depositolegale.it/bitstream/20.500.14242/210987/1/converted_final_version_thesis.pdf,"This thesis explores the intersection of AI and cybersecurity at a time of unprecedentedtechnological acceleration. As AI reshapes expectations and capabilities, cyberattacks are also …",,,,,,,
MF-SAM: enhancing multi-modal fusion with Mamba in SAM-Med3D for GPi segmentation,"D Zhang, J Ma, J Chen, L Xiao,X Liao, Y Zhang… - The Visual Computer, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00371-025-03851-7&casa_token=zoU3j0bmuaMAAAAA:9bRbda5MYvJbYFjnsB9cKOWOhpPNBYDJBL5yjup5tccP_NyR5_-a41Dw8YMI1kgy6n1fc0ZwGz6Yo92l0A,"… During the dataset transformation process, we followed the recommendation of SAM-Med3Dto resample the voxel spacing to 1.5 × 1.5 × 1.5. We then applied a crop-or-pad strategy to …",,,,,,,
Context Aware Mamba-based Reinforcement Learning for Social Robot Navigation,"SM Mustafa, ZA Usmani, O Rizvi… - 2024 12th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10843924/,"… Based on the recommendations in [10], our model was tested in six testing environments,namely, baseline circle and square crossing, dense circle and square crossing, large circle …",,,,,,,
Re-examining the input-parameters and AI strategies for Critical Heat Flux prediction,"K Wang, D Wang, X Liu, S Cheng, S Wang,W Zhou… - Energy, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0360544225002488,"This study employed three deep-learning models to predict CHF, with Transformersoutperforming the other methods, thereby solidifying its leading position. The research re-examines …",,,,,,,
EfficientLLM: Efficiency in Large Language Models,"Z Yuan,W Sun,Y Liu,H Zhou,R Zhou,Y Li… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.13840,"Large Language Models (LLMs) have driven significant progress, yet their growing parametercounts and context windows incur prohibitive compute, energy, and monetary costs. We …",,,,,,,
The rise of diffusion models in time-series forecasting,"C Meijer,LY Chen- arXiv preprint arXiv:2401.03006, 2024 - arxiv.org",https://arxiv.org/abs/2401.03006,This survey delves into the application of diffusion models in time-series forecasting. Diffusionmodels are demonstrating state-of-the-art results in various fields of generative AI. The …,,,,,,,
Grassnet: State space model meets graph neural network,"G Zhao,T Wang,Y Jin,C Lang, Y Li,H Ling- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.08583,"… They have demonstrated great success in various applications, including recommendationsystems [3], drug discovery [4] and question answering [5]. Spatial-based and spectral-based …",,,,,,,
Memory-Efficient Algorithm Distillation for In-context Reinforcement Learning,"D Shi,Z Zhuang,D Wang- openreview.net",https://openreview.net/forum?id=5iWim8KqBR,"It's recently reported that by employing the superior In-context Learning (ICL) ability ofautoregressive Transformer, a method named $\textit{Algorithm Distillation}$ (AD) could distill the …",,,,,,,
Speech-mamba: Long-context speech recognition with selective state spaces models,"X Gao,NF Chen- 2024 IEEE Spoken Language Technology …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10832137/,"… Any opinions, findings and conclusions or recommendations expressed in this materialare those of the author(s) and do not reflect the views of National Research Foundation, …",,,,,,,
Classical Improvements to Modern Machine Learning,S Kaul - 2024 - reports-archive.adm.cs.cmu.edu,http://reports-archive.adm.cs.cmu.edu/anon/anon/home/ftp/2024/CMU-CS-24-137.pdf,"Over the past decade, a large rift has grown between classical and modern machine learning.The predictive performance of modern learning is incomparably better, but it is easier to …",,,,,,,
A survey on mixture of experts in large language models,"W Cai,J Jiang,F Wang,J Tang, S Kim… - IEEE Transactions on …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10937907/,"Large language models (LLMs) have garnered unprecedented advancements acrossdiverse fields, ranging from natural language processing to computer vision and beyond. The …",Cited by 28,,,,,,
Importing Phantoms: Measuring LLM Package Hallucination Vulnerabilities,"A Krishna,E Galinkin,L Derczynski, J Martin - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.19012,"… A developer might trust this recommendation, introducing attack vectors into their code. …recommendations? https://vulcan.io/blog/ai-hallucinations-package2023. Vulcan Cyber. …",,,,,,,
A Survey on Learning from Graphs with Heterophily: Recent Advances and Future Directions,"C Gong,Y Cheng,J Yu, C Xu,C Shan,S Luo… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2401.09769,"Graphs are structured data that models complex relations between real-world entities.Heterophilic graphs, where linked nodes are prone to be with different labels or dissimilar features…",,,,,,,
Recognizing Indonesian words based on visual cues of lip movement using deep learning,"GM Rahmatullah,SJ Ruan,LPH Li- Measurement, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0263224125003276,"Lipreading is one of the techniques that can enhance speech perception. However, thereare still limited studies of lipreading research focusing on low-resource languages, such as …",Cited by 1,,,,,,
Simple linear attention language models balance the recall-throughput tradeoff,"S Arora,S Eyuboglu,M Zhang, A Timalsina… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2402.18668,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views, policies, or endorsements, …",,,,,,,
SeRpEnt: Selective Resampling for Expressive State Space Models,"S Rando,L Romani, M Migliarini,L Franco… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.11729,… The authors acknowledge financial support from the Panasonic Corporation and wish tothank the scientists at Panasonic for insightful discussions and recommendations. …,,,,,,,
Can transformers solve least squares to high precision?,"JW Liu, J Grogan,OM Dugan,S Arora… - Workshop on Efficient …, 2024 - openreview.net",https://openreview.net/forum?id=gf3JV7kAYG,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views, policies, or endorsements, …",,,,,,,
Learning to Achieve Goals with Belief State Transformers,"ES Hu,K Ahn,Q Liu,H Xu,M Tomar… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.23506,"We introduce the ""Belief State Transformer"", a next-token predictor that takes both a prefixand suffix as inputs, with a novel objective of predicting both the next token for the prefix and …",,,,,,,
A survey on efficient inference for large language models,"Z Zhou,X Ning,K Hong,T Fu,J Xu,S Li,Y Lou… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2404.14294,"… [24] also deliver comprehensive review of efficient LLM research, our work extends byincorporating comparative experiments and offering practical insights and recommendations …",,,,,,,
Self-supervised learning for geospatial AI: A survey,"Y Chen,W Huang,K Zhao,Y Jiang… - arXiv preprint arXiv …, 2024 - yileccc.github.io",https://yileccc.github.io/paper/survey-ssl4geoai.pdf,"… Based on this objective, we note that scenarios of (next) POI recommendation [56] are morerelated to specific tasks with supervised signals rather than the SSL setting. Therefore, we …",,,,,,,
1.2 From Chips to Thoughts: Building Physical Intelligence into Robotic Systems,"D Rus- 2025 IEEE International Solid-State Circuits …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10904576/,"… This is the computation that happens when a user interacts with an AI system, such asquerying a chatbot or using a recommendation engine. As AI models scale and are deployed to …",Related articles,,,,,,
Forging Robust Cognition Resilience in Large Language Models: The Self-Correction Reflection Paradigm Against Input Perturbations,"H Wu,H Hong, J Mao, Z Yin, Y Wu, X Bai, L Sun,M Pu… - Applied Sciences, 2025 - mdpi.com",https://www.mdpi.com/2076-3417/15/9/5041,… Section 7 concludes with recommendations for achieving human-level robustness through… Dominance of AI and Machine Learning Techniques in Hybrid Movie Recommendation …,,,,,,,
A survey of model architectures in information retrieval,"Z Xu,F Mo,Z Huang, C Zhang,P Yu, B Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.14822,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views of the sponsers. …",,,,,,,
The impact of lora adapters for llms on clinical nlp classification under data limitations,"TD Le,TT Nguyen,VN Ha,S Chatzinotas… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.19299,Fine-tuning Large Language Models (LLMs) for clinical Natural Language Processing (NLP)poses significant challenges due to the domain gap and limited data availability. This study …,,,,,,,
"Large language models: a survey of their development, capabilities, and applications","Y Annepaka,P Pakray- Knowledge and Information Systems, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10115-024-02310-4&casa_token=FuQx_P6uzb4AAAAA:uK-dID7PFmnrCYJMSkUcy9d8EVArA-PqdOdtHuUU9KG2FZ1hcJvaI8l9O4gNfFDnObXFh6mRAboWZjCS3Q,"Large language models can generate text, respond to queries, and translate betweenlanguages, as recent research demonstrates. As a new and essential part of computational …",,,,,,,
Domain-Guided Representations are Superior for Machine Learning in Healthcare,SL Fleming- 2024 - search.proquest.com,https://search.proquest.com/openview/9e13fdb9d69398771a288104d9acf0c9/1?pq-origsite=gscholar&cbl=18750&diss=y,"Abstract Machine learning to support decision making in healthcare typically assumes asufficient representation of the patient's history for learning and inference, such that all …",Related articles,,,,,,
Chimera: Effectively modeling multivariate time series with 2-dimensional state space models,"A Behrouz,M Santacatterina… - Advances in Neural …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/d8e80772c27beff4ae1676fb147bbf26-Abstract-Conference.html,"… Any opinions, findings and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views of the National Science …",,,,,,,
Forecast-Then-Optimize Deep Learning Methods,"J Jiang, N Wu, B Liu,M Feng, X Ji… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.13036,"Time series forecasting underpins vital decision-making across various sectors, yet rawpredictions from sophisticated models often harbor systematic errors and biases. We examine …",,,,,,,
Medical Image Registration via Spatial Feature Extraction Mamba and Substrate Iterative Refinement,"Z Xue,K He, D Xu, J Gong - IET Image Processing, 2025 - Wiley Online Library",https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/ipr2.70117,"… For the remaining methods, hyperparameters were configured based on therecommendations in their original publications to ensure optimal performance. …",,,,,,,
Cookbook: A framework for improving LLM generative abilities via programmatic data generating templates,"A Narayan,MF Chen,K Bhatia,C Ré- arXiv preprint arXiv:2410.05224, 2024 - arxiv.org",https://arxiv.org/abs/2410.05224,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views, policies, or endorsements, …",,,,,,,
A survey on structured state space sequence (s4) models,"S Somvanshi,MM Islam,MS Mimi… - arXiv preprint arXiv …, 2025 - researchgate.net",https://www.researchgate.net/profile/Shriyank-Somvanshi/publication/390176387_A_Survey_on_Structured_State_Space_Sequence_S4_Models/links/67f207be03b8d7280e287ed7/A-Survey-on-Structured-State-Space-Sequence-S4-Models.pdf,"… memory costs, making LRUs highly effective for long-sequence modeling tasks such aseconomic forecasting, medical data analysis, and next-item prediction in recommendation …",,,,,,,
Selecting and Pruning: A Differentiable Causal Sequentialized State-Space Model for Two-View Correspondence Learning,"X Fang,S Zhang,H Zhang, T Lu,H Zhou… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.17938,"… It’s worth noting that, in line with recommendations from similar experiments in [22], werefrain from employing a filtering strategy in each method, opting instead to retain all putative …",,,,,,,
"A survey of graph transformers: Architectures, theories and applications","C Yuan,K Zhao,EE Kuruoglu,L Wang,T Xu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.16533,"Graph Transformers (GTs) have demonstrated a strong capability in modeling graph structuresby addressing the intrinsic limitations of graph neural networks (GNNs), such as over-…",,,,,,,
Large language models for whole-learner support: opportunities and challenges,"A Mannekote,A Davies,JD Pinto,S Zhang… - Frontiers in Artificial …, 2024 - frontiersin.org",https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2024.1460364/full,"In recent years, large language models (LLMs) have seen rapid advancement and adoption,and are increasingly being used in educational contexts. In this perspective article, we …",,,,,,,
A survey of deep learning and foundation models for time series forecasting,"JA Miller,M Aldosari,F Saeed,NH Barna… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2401.13912,"… on large datasets using billions of parameters, it has shown satisfactory results with fine-tuningfor specific language processing tasks such as question answering, recommendation, …",,,,,,,
International Scientific Report on the Safety of Advanced AI (Interim Report),"Y Bengio,S Mindermann, D Privitera… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2412.05282,"… These risks can lead to harms like biased hiring decisions, car crashes, or harmful medicaltreatment recommendations. Narrow AI also gets used in various military applications. One …",,,,,,,
Stg-mamba: Spatial-temporal graph learning via selective state space model,"L Li,H Wang, W Zhang,A Coster- arXiv preprint arXiv:2403.12418, 2024 - arxiv.org",https://arxiv.org/abs/2403.12418,"Spatial-Temporal Graph (STG) data is characterized as dynamic, heterogenous, and non-stationary,leading to the continuous challenge of spatial-temporal graph learning. In the past …",,,,,,,
eccDNAMamba: A Pre-Trained Model for Ultra-Long eccDNA Sequence Analysis,"Z Liu, J Li, Z Zhang - arXiv preprint arXiv:2506.18940, 2025 - arxiv.org",https://arxiv.org/abs/2506.18940,Extrachromosomal circular DNA (eccDNA) plays key regulatory roles and contributes tooncogene overexpression in cancer through high-copy amplification and long-range interactions…,,,,,,,
From S4 to Mamba: A Comprehensive Survey on Structured State Space Models,"S Somvanshi,MM Islam, MS Mimi,SBB Polock… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.18970,"… memory costs, making LRUs highly effective for long-sequence modeling tasks such aseconomic forecasting, medical data analysis, and next-item prediction in recommendation …",,,,,,,
Vessel Tree Segmentation and Modality Agnostic Aneurysm Detection,F Lin- 2025 - etheses.whiterose.ac.uk,https://etheses.whiterose.ac.uk/id/eprint/36371/,"… This information is crucial to understanding the formation of aneurysms, providingtreatment recommendations, and simulating the performance of implanted devices. Managing …",,,,,,,
The development landscape of large language models for biomedical applications,"Z Cao,VK Keloth,Q Xie,L Qian,Y Liu… - Annual Review of …, 2025 - annualreviews.org",https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102224-074736,"… Inappropriate application of biomedical LLMs could lead to incorrect diagnoses, unsuitabletreatment recommendations, or patient harm, necessitating clear ethical guidelines for …",Cited by 1,,,,,,
Towards learning high-precision least squares algorithms with sequence models,"J Liu, J Grogan,O Dugan, A Rao,S Arora… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.12295,"This paper investigates whether sequence models can learn to perform numerical algorithms,eg gradient descent, on the fundamental problem of least squares. Our goal is to inherit …",,,,,,,
Enhanced ECG Signal Classification Using Multi‐Branch Convolutions and Mamba Blocks With State‐Space Models,"M Najia, B Faouzi - International Journal of Imaging Systems …, 2025 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ima.70116?casa_token=yYRPbeiFPewAAAAA:QaAtcdW3TQ4PeN7biuPWXPm84b-X_5Y5cFszFdBWZQkz_UWYct7lgvrp9SDIUsu73pQ-DWRZYWSBb8K5,Electrocardiogram (ECG) classification is crucial for the timely detection of cardiac arrhythmiasand related heart conditions. This study presents an innovative deep‐learning model that …,,,,,,,
SSM-RDU: A Reconfigurable Dataflow Unit for Long-Sequence State-Space Models,"S Ko- arXiv preprint arXiv:2503.22937, 2025 - arxiv.org",https://arxiv.org/abs/2503.22937,"… It targets a wide range of workloads, including ML models such as LLMs and deep learningrecommendation models (DLRMs) [26], in addition to HPC workloads like FFTs and High …",,,,,,,
Reinforcement Learning for Autonomous Safe Navigation in Dynamic and Cluttered Environments Exploiting Dynamics-Aware Embeddings of Depth Images,M Skogli - 2024 - ntnuopen.ntnu.no,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3150823,… 99 7.2 Recommendations for Future Work . . . . . . . . . . . . . . . . . . . . . . . 101 7.2.1 Sim to Real… summarizes and concludes the thesis before providing recommendations for future work. …,,,,,,,
Navigating the landscape of large language models: A comprehensive review and analysis of paradigms and fine-tuning strategies,"B Weng - arXiv preprint arXiv:2404.09022, 2024 - arxiv.org",https://arxiv.org/abs/2404.09022,"With the surge of ChatGPT,the use of large models has significantly increased,rapidly risingto prominence across the industry and sweeping across the internet. This article is a …",,,,,,,
Just read twice: closing the recall gap for recurrent language models,"S Arora, A Timalsina,A Singhal,B Spector… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.05483,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views, policies, or endorsements, …",,,,,,,
FingerMamba: Mamba-based Efficient Multi-tab Website Fingerprinting,"L Liu, Z Wei, S Chen, Z Dong… - 2024 IEEE International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10850072/,"… These recommendations serve as a point for further exploration into effective defenses.Looking ahead to future research directions, it is evident that while FingerMamba has improved …",Related articles,,,,,,
Interpretability of Deep Neural Networks for Neurological Disorders Diagnosis using rs-fMRI,"B Song - (No Title), 2025 - core.ac.uk",https://core.ac.uk/download/pdf/656022950.pdf,"Neurological disorders, such as Alzheimer’s Disease (AD), Schizophrenia, and autism spectrumdisorder (ASD), are among the most complex and challenging conditions in the field of …",,,,,,,
