Title,Authors,Link,Abstract,Citations
Burst Image Super-Resolution via Multi-Cross Attention Encoding and Multi-Scan State-Space Decoding,"T Huang, Y Zhang, T Li, Y Qu, F Liu, Z Wei - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.19668,"… Furthermore, we introduce a Multi-scan State-Space Module with the cross-frame attentionmechanism to enhance feature aggregation. Extensive experiments on both synthetic and real…",Related articles
OPa-Ma: Text Guided Mamba for 360-degree Image Out-painting,"P Gao,K Yao,T Ye, S Wang, Y Yao,X Wang- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.10923,"… To solve the aforementioned issues, we propose a novel text-guided out-painting frameworkequipped with a State-Space Model called Mamba to utilize its long-sequence modelling …",Cited by 4
Detection and classification of Shiitake mushroom fruiting bodies based on Mamba YOLO,"K Qi, Z Yang, Y Fan, H Song, Z Liang, S Wang… - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-00133-z,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
VMKLA-UNet: vision Mamba with KAN linear attention U-Net,"C Su, X Luo, S Li, L Chen, J Wang - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-97397-2,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
"Recovery of values from low‐grade and complex minerals: development of sustainable processes: by Elvis Fosso-Kankeu, Bhekie B. Mamba, and Antoine F. Mulaba …",W Firmansyah- 2024 - Taylor & Francis,https://www.tandfonline.com/doi/full/10.1080/00206814.2024.2384075?casa_token=BK7GTBbjKW4AAAAA:YRVMRkG1WjcJgpoPHWuZNbVKQ8KyvZXmnTX9as4_nttAQ8TZ1qx-ztki0wupuavwTzkWFbSYLQRqKnzOrg&casa_token=AnosRED53qYAAAAA:xCnXQouZOKC4EcIiy6u-79igMfJHXFW5ZAlMyFfOTrjdqaWriWFLDh4s7DCYkj8TMCOQa_xCx5YAWH_KIw,"… Mamba serves as the executive dean of the College of Science, Engineering, and … listsarticles that we recommend and is powered by our AI driven recommendation engine. …",
The removal of pathogenic bacteria and dissolved organic matter from freshwater using microporous membranes: insights into biofilm formation and fouling …,"PP Mamba,TAM Msagati,BB Mamba, MM Motsa… - Biofouling, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08927014.2024.2339438,"… first draft; Msagati TAM was responsible for supervision and review of the manuscript;Nkambule TTI was responsible for supervision, resources and review of the manuscript; Mamba …",
Estimation and inference in games of incomplete information with unobserved heterogeneity and large state space,"Y Fan, S Jiang,X Shi- Quantitative Economics, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.3982/QE2169,"… We recommend based on the simulation study. … We recommend setting based on extensivesimulations. Once Δ is chosen, the value of α is determined accordingly as so that more …",
A mixed Mamba U-net for prostate segmentation in MR images,"Q Du, L Wang, H Chen - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-71045-7,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
[HTML][HTML]DRL-HIFA: a dynamic recommendation system with deep reinforcement learning based Hidden Markov Weight Updation and factor analysis,"GK Shyam- Multimedia Tools and Applications, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11042-024-18296-8&casa_token=VwRUb6aBVqoAAAAA:SNPKw_CIAbSijjotI_eo6ccnD83y5LoOq1Ec1yeUNeQ7YO535I8X7wEC_nhJ2oI6PfxByty1DwQwYvoUpQ,… in this field as introduction of DRL (Deep Reinforcement Learning) that has made it probableto employ RL to recommendation issues with action spaces and large state spaces [7]. …,
Spatio-temporal degradation model with graph neural network and structured state space model for remaining useful life prediction,"X Wu, Z Liu,L Wang- Reliability Engineering & System Safety, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S095183202400841X,… model named spatio-temporal graph structured state space sequence model (ST-GS4D) to… The ST-GS4D is an innovative prediction framework that integrates structured state space …,Cited by 5
Koopman-Constrained Hierarchical Deep State Space Model for Industrial Quality Prediction via Cloud–Edge Collaborative Framework,"Q Sui, Y Wang,C Liu,M Han… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10765125/,"… variables in the state space. Hence, upon completion of training, our recommendation is to… dependent solely on latent variables in the state space. Hence, the proposed generative …",Cited by 7
Chelation-directed interface engineering of in-place self-cleaning membranes,"…, L Yan, J Guan, Y Wen, Y Bai,BB Mamba… - Proceedings of the …, 2024 - pnas.org",https://www.pnas.org/doi/abs/10.1073/pnas.2319390121,"Water–energy sustainability will depend upon the rapid development of advanced pressure-drivenseparation membranes. Although energy-efficient, water-treatment membranes are …",
Reinforcement Learning Architecture for Facial Skin Treatment Recommender,"JK Jin, K Dajani, M Kim,SD Kim… - 2024 IEEE/ACIS 22nd …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10685645/,"… • State Space: S The state space in reinforcement learning is the set of all possible statesthat the agent can be in. Hence, it is defined as the set of facial skin diagnoses. …",Related articles
"Precarious Modernities: Assembling State, Space and Society on the Urban Margins in Morocco: by Cristiana Strava, London, Zed Books, 2022, xi+ 203 pp.",CN Silva- 2024 - Taylor & Francis,https://www.tandfonline.com/doi/full/10.1080/00083968.2024.2408977?casa_token=HFMov8mQZdYAAAAA:QWbs0x_zkIuT9i78kEkZp0xSTqzU6uFyeTdvR_mWJ5vUgZf5LEfbaYZW8AgPWhj6-Khxn_Ctswk9nBdOsg&casa_token=rTuPR17JpvoAAAAA:Bqhe0BfKFGCpdp1isHT9kcfsqpWXMX39NyKzs6jlY23WJj2tQeel_OHVXy-mqAzxv1orjG_oDyi3_OnK-g,"Morocco, Cristiana Strava seeks to structure a set of rich and detailed ethnographic materialcollected in Hay Mohammadi, an historically sensitive area of Casablanca. It is based on …",
(Un)rooted spaces of belonging: migrant kinship structures in Nadifa Mohamed'sBlack Mamba Boy,"C Nwachukwu - Journal of the African Literature Association, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21674736.2024.2379630?casa_token=z3FtnvPbelUAAAAA:7FCUo7OBmgUmCiZ0NS8a2QL1M_j7ID4UkFMMgTldzgzCPd8rcWtHX_9lYnwjoYA1CgvzQlC4HBh6Ldcm3w,… Fotheringham’s discussion of landscapes in Black Mamba Boy partially aligns with the topicI … lists articles that we recommend and is powered by our AI driven recommendation engine. …,
UVMSR: a novel approach to hyperspectral image super-resolution by fusing U-Net and Mamba,"T Tang, W Yan, G Bai, X Pan, J Liu - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01431161.2024.2443619?casa_token=_Qoy9e5N3AsAAAAA:_8RPvW73MF0I6N7fsWgQHTHkZg7TsrTvrGMa8HLbvkQqHVL3FvLPyVrmKUb-kVw-N36AGXWYa95sIOvtBg,… -Mamba within it for global modelling to capture spectral-spatial features. V-Mamba utilizespositional embedding to label the image sequences and employs a bidirectional state-space …,
"Joint Content Caching, Recommendation and Transmission for Layered Scalable Videos Over Dynamic Cellular Networks: A Dueling Deep Q-Learning Approach","J Xie, Q Jia, X Mu, F Lu - IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10463054/,"… Using this algorithm, we can obtain the optimal video caching, recommendation and UAsolutions. Considering the large state space and action space of the MDP, to cope with the ‘‘…",
Notation for mass parallel algorithms: computing Petri net state space on GPU case study,"DA Zaitsev, Z Zhang, D Liu… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17445760.2024.2431545,"… study for our notation, developing a fast tool for computing a Petri net state space on GPU. …lists articles that we recommend and is powered by our AI driven recommendation engine. …",
Optimising TinyML with quantization and distillation of transformer and mamba models for indoor localisation on edge devices,"T Suwannaphong,F Jovan,I Craddock… - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-94205-9,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
[HTML][HTML]Deep Reinforcement Learning Recommendation System Algorithm Based on Multi-Level Attention Mechanisms,"G Wang, J Ding, F Hu - Electronics, 2024 - search.proquest.com",https://search.proquest.com/openview/f70242c793538fa3acf60562f913bac1/1?pq-origsite=gscholar&cbl=2032404&casa_token=7AmkW6EvgIEAAAAA:cus4dtCr-gPkNopjYl6iq4-dNIol564d5jlTIGPXDGhWycvdF7mm1uP4jA69aosDtuyrVQNOErU,"… The MDP for the model described in this paper is defined as follows: State Space S: st = (Is,Il,u), where Is = {i1, i2,..., im} represents the user’s history of positive interactions (interests). Il …",
State-space modelling using wastewater virus and epidemiological data to estimate reported COVID-19 cases and the potential infection numbers,"S Kadoya, Y Li, Y Wang… - Journal of the Royal …, 2025 - royalsocietypublishing.org",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2024.0456?casa_token=jksLu-UmWwcAAAAA:FRKkySNQDAX03Dcokqi3b73pIuPi6XyKmRNqmQ5HwC5P2jLH4snfF3KwvIJTOCLINFrhhscFXRPetwo,"… While models incorporating wastewater information should be continuously updated asnew datasets become available, we recommend the enthusiastic adoption of wastewater …",
Using state space grids for analysing teacher–student interaction in an intervention: The complex dynamics of teaching for musical creativity,"L Hendriks,E Kupers,H Steenbeek… - Classroom …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/19463014.2024.2360421,… This paper highlights the use of State Space Grids (SSGs) for studying real-time classroomdiscourse in an intervention targeting professional development. State Space Grid analysis is …,
Modeling analog dynamic range compressors using deep learning and state-space models,"H Yin, G Cheng,CJ Steinmetz,R Yuan… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2403.16331,"… Our approach is based on the structured state space sequence model (S4), as implementingthe state-space model (SSM) has proven to be efficient at learning long-range dependen…",
A barking emotion recognition method based on Mamba and Synchrosqueezing Short-Time Fourier Transform,"C Yang, S Hu, L Tang, R Deng,G Zhou, J Yi… - Expert Systems with …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424020803,"… Considering the characteristics of dog barks, we design an emotion recognition model basedon Mamba. This model leverages the state-space model (Select SMM) for global modeling …",Cited by 6
EGCM-UNet: Edge Guided Hybrid CNN-Mamba UNet for farmland remote sensing image semantic segmentation,"J Zheng, Y Fu, X Chen, R Zhao, J Lu, H Zhao… - Geocarto …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10106049.2024.2440407,"… , which introduces the Visual State Space (VSS) block fused with Mamba to manage long-…lists articles that we recommend and is powered by our AI driven recommendation engine. …",
Data and Knowledge-Driven Dual-State Augmented Reinforcement Learning for Sequential Recommendation,"Z Meng, X Tong, Q Zhang, X Cheng - Available at SSRN 4987653 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4987653,"… To inherently and safely augment state space, we propose a model called … , currentreinforcement learning recommender systems face the challenge of a limited state space. This …",
Adsorption of lead and chromium ions from electroplating wastewater using plantain stalk modified by amorphous alumina developed from waste cans,"EO Ajala, MO Aliyu,MA Ajala,G Mamba, AM Ndana… - Scientific reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-56183-2,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Enhancing parcel singulation efficiency through transformer-based position attention and state space augmentation,"J Shen, H Lu, S Lyu,Y Lu- Expert Systems with Applications, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424002586,"… time-step, the input state space of the MDP … State Space Augmentation (TPASSA-SAC)model, specifically designed to tackle the challenges of variable dimensionality in the state space …",
Deep Q-Learning with Whittle Index for Contextual Restless Bandits: Application to Email Recommender Systems,"I El Mimouni,K Avrachenkov- Northern Lights Deep Learning …, 2025 - openreview.net",https://openreview.net/forum?id=alnaQJdBNs,"… In the context of our email recommender system application, each user 𝑢𝑖 ∈ U correspondsto arm 𝑖 in the CRMAB. For each user 𝑢𝑖, the state space S represents four different …",
UU-Mamba: uncertainty-aware u-mamba for cardiac image segmentation,"TY Tsai,L Lin,S Hu,MC Chang… - 2024 IEEE 7th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10708025/,"… Our method enhances U-Mamba by unitizing Uncertainty-aware loss LUA, which is … thesechallenges by proposing the UU-Mamba model, an extension of the U-Mamba model [23], and …",
Meteor: Mamba-based traversal of rationale for large language and vision models,"BK Lee,CW Kim,B Park,YM Ro- arXiv preprint arXiv:2405.15574, 2024 - arxiv.org",https://arxiv.org/abs/2405.15574,"… This is why we employ the Mamba architecture, hereinafter referred to as Meteor-Mamba,which … When conveying the knowledge of embedded rationales from Meteor-Mamba to Meteor-…",
Exploring temperature and precipitation changes under future climate change scenarios for black and white rhinoceros populations in Southern Africa,"HS Mamba,TO Randhir- Biodiversity, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14888386.2023.2291133?casa_token=19jw8-Sb9LcAAAAA:e5rqm_cDelQtUSogYpktrTwijtxTub2MeJxeO_YA76L84UhcJ9Dahv7pGFofIOToN7cYnqxGP2SuQIOQBg,… Mamba is a science teacher in the Department of Science at the Free Evangelical Assemblies… lists articles that we recommend and is powered by our AI driven recommendation engine. …,
Obsidian: Cooperative state-space exploration for performant inference on secure ml accelerators,"S Banerjee,S Wei,P Ramrakhyani,M Tiwari- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.02817,"… 2.1 State space exploration of ML workloads The state space of each layer of an ML … Whiletiling provides more reuse opportunities, it increases the state space to several hundreds of …",
Quantum Representation based Preference Evolution Network for E-commerce recommendation,"P Wang, H Cao, P Li, Y Wang, Y Chu,T Liao… - Physica A: Statistical …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0378437124006642,"… This paper applies quantum theory to address challenges in E-commerce recommendation,… Current recommender systems are limited by the sequence length and underutilize side …",Cited by 2
Adaptive estimation of the Gutenberg–Richterbvalue using a state space model and particle filtering,"D Iwata,KZ Nanjo- Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-54576-x,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Stability analysis of ND discrete state–space systems,"A Kanellakis,A Tawfik,P Agathoklis- Systems Science & Control …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21642583.2024.2413554,… This study was carried out using the generalized Roesser state–space model for NDdiscrete systems. Some stability results in this paper are derived by combining this state–space …,
SSMLoRA: Enhancing Low-Rank Adaptation with State Space Model,"J Yu, Y Zhang, B Wang,P Lin,Y Liu,S Feng- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.04958,"… We recommend alternating sparse insertions in a regular pattern, which is extremelyeasy to implement. As illustrated in Figure 1, if W represents the query matrix of the l-th layer’s …",
"Integrating state-space modeling, parameter estimation, deep learning, and docking techniques in drug repurposing: A case study on COVID-19 cytokine storm","A Bakshi,K Gangopadhyay,S Basak… - Journal of the …, 2025 - academic.oup.com",https://academic.oup.com/jamia/advance-article-abstract/doi/10.1093/jamia/ocaf035/8020798,"… cytokine storm development, we recommend previous research14… We utilize an ODE-basednon-linear state-space model16–18 … (PID) controller-based state-space model to explore the …",
Stability robust for fractional generalized multi-dimensional state–space models,"S Salmi, D Bouagada - International Journal of Computer …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00207160.2024.2339243?casa_token=6LjDkZ3YCrMAAAAA:wjFlHtF2XBTLzITw2L7gz7Ji-12004JS-q1p0DfkIeS6gkVxHlvweZW3IoGLk-jASpvGIE7jBcHfIhrMmA&casa_token=mYZPR6ll5i0AAAAA:nH52OakuOYPecLZ32FpbCzG_LrDoONDp70j1TJYVFqex-x6D-KbJIeDoICJ35g9amIOZjuBtD0W7e4FxWQ,"… Building upon the foundation laid out in [Citation11], we extend the theorem to the realm ofmultidimensional fractional state–space realization ( K d α 1 , … , α d , E d , A d , B , C , D ) to …",
Fine Tuning Out-of-Vocabulary Item Recommendation with User Sequence Imagination,"R Liu,H Chen, Y Bei,Q Shen… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/10d52f5d2ef0f69ac10da7c962fb6db9-Abstract-Conference.html,… 'makeshift'embedding will result in suboptimal recommendation performance due to the …recommendation-focused reward function to evaluate to what extent a user can help recommend …,
Efficient Importance Variational Approximations for State Space Models,"R Loaiza-Maya,D Nibbering- Journal of Business & Economic …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/07350015.2024.2429468,"… Our method can be applied to any state space model with a closed-form measurementdensity p ( y t | x t , θ ) , and state transition density p ( x t | x t − 1 , θ ) that belongs to the …",
State space model identification using model reference adaptive approach: software and hardware-in-the-loop simulation,"VT Duong,CT Truong, TT Nguyen, HH Nguyen… - Cogent …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/23311916.2024.2434938,… This paper proposes a state space model identification technique inspired by the adaptationmechanism of the model reference adaptive approach. The proposed model is similar to the …,
State space mixture modeling: Finding people with similar patterns of change,"MD Hunter- Multivariate Behavioral Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00273171.2023.2261224?casa_token=WBac70obP40AAAAA:L9gOmiZP2ms1pBK93pGa6PwBE0JuKOazQuLJVJwL82XOAomSdF82iKklkBicRq4WSlfuI8eSyZJhgmDRgA,"… the state space model (see Molenaar, Citation2017, for a detailed discussion), we considerthe state space model to be sufficient for the present purposes. The standard state space …",
Application of Power System Intelligent Recommendation Algorithm in Improving Human-computer Interactive Experience Model,"K Xu, J Zhang, H Huang, J Ni, B Cui… - … on Electronics and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10834905/,"This study takes intelligent recommendation algorithm in … results, an intelligent recommendationmodel based on quadratic … Simulation results show that the intelligent recommendation …",Related articles
Quantifying spontaneous infant movements using state-space models,"E Passmore, AKL Kwong, JE Olsen, AL Eeles… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-80202-x,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Curriculum Generation for Learning Guiding Functions in State-Space Search Algorithms,"S Pendurkar,LHS Lelis,NR Sturtevant… - Proceedings of the …, 2024 - ojs.aaai.org",https://ojs.aaai.org/index.php/SOCS/article/view/31546,"… This paper considers deterministic single-agent state-space search problems (referred toas search problems). Specifically, we focus on state-space search algorithms (referred to as …",
A deep clustering-based state-space model for improved disease risk prediction in personalized healthcare,"S Niu,J Ma,Q Yin,L Bai, C Li,X Yang- Annals of Operations Research, 2024 - Springer",https://link.springer.com/article/10.1007/s10479-023-05817-1,"… We develop a deep state-space model for disease risk prediction using longitudinal medical… from a deep state-space transition process. Our deep state-space model, particularly …",
Efficient TinyML architectures for on-device small language models: Privacy-preserving inference at the edge,"M Pujari,A Goel, AK Pakina - International Journal Science and …, 2024 - journal.admi.or.id",https://journal.admi.or.id/index.php/IJST/article/view/1958,"… We used DistilGPT as a teacher and distilled MobileNetV2 and Mamba models with softtargets and hard labels in a ratio of 0.7:0.3, allowing smaller models to generalize better with …",
Relational Stock Selection via Probabilistic State Space Learning,"Q Gao, Z Liu, L Huang, K Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10771680/,"… In RSSL, we draw inspiration from recent state space learning and meticulously devise aProbabilistic Kalman Network (PKNet) to recursively learn the dynamics of stock evolution, …",
UOEP: User-Oriented Exploration Policy for Enhancing Long-Term User Experiences in Recommender Systems,"C Zhang,S Chen,X Zhang,S Dai,W Yu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2401.09034,"… However, in the context of recommender systems, the state space is exceptionally vastand … smaller than the size of the overall state space. Utilizing the subsequent formula, we …",
Novel Device Placement Approach with Neighbor Effect Aware Graph Mamba Networks,"H Shu, W Hao, M Han, F Li - International Conference on Brain Inspired …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-981-96-2882-7_27,"… The Mamba architecture is known for its superior sequential processing capabilities, butthe … integrate Mamba into Graph neural networks (GNN) and proposes a Graph Mamba …",Related articles
[HTML][HTML]Reinforcement learning for addressing the cold-user problem in recommender systems,"S Giannikis,F Frasincar,D Boekestijn- Knowledge-Based Systems, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0950705124003873,"… of a biclustering technique that reduces the action and state space of the agent and improvesthe quality of the recommendations. In this case, the state space is an n × n grid world with …",
Maximum-Entropy Regularized Decision Transformer with Reward Relabelling for Dynamic Recommendation,"X Chen,S Wang,L Yao- Proceedings of the 30th ACM SIGKDD …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671750,"Reinforcement learning-based recommender systems have recently gained popularity. … hasinherent drawbacks, particularly evident in recommendation methods based on it. This paper …",
Interpreting Shift Encoders as State Space models for Stationary Time Series,P Donkoh - 2024 - search.proquest.com,https://search.proquest.com/openview/b301b26b22e695d0a62c08023a9c9c91/1?pq-origsite=gscholar&cbl=18750&diss=y,… • Recommender Systems: Recommender systems are models used to suggest user choices… Recommender systems are built on the assumption that human preferences are highly …,
Adaptive centre-frequency bandpass state-space digital filters and theirl2-sensitivity analysis,"Y Hinamoto, A Doi - SICE Journal of Control, Measurement, and …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/18824889.2024.2445373,"… state-space digital filter by expanding a sign algorithm into the gradient-based method. Tothis end, a simple method for deriving a bandpass state-space … bandpass state-space digital …",
Scalable Personalised Treatment Recommendation in Critical Care,"CP Utomo,K Ichikawa, N Insani… - 2024 8th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10730747/,… We aim to develop an effective treatment recommendation … our novel personalised treatmentrecommendation. We designed our … and timely treatment recommendation system to help …,Related articles
UU-Mamba: Uncertainty-aware U-Mamba for Cardiovascular Segmentation,"TY Tsai,L Lin,S Hu, CW Tsao, X Li,MC Chang… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.14305,"… UU-Mamba model, an extension of the U-Mamba architecture… While the UU-Mamba modelhas already demonstrated great … We confirm UU-Mamba’s superior performance over leading …",
Heterogeneous Multivariate Functional Time Series Modeling: A State Space Approach,"P Liu, J Lin,C Zhang- IEEE Transactions on Knowledge and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10713887/,"… To fill it, this paper proposes a time-varying functional state space model (TV-FSSM). It uses… We recommend using BTVFSSM when the sample size is small and ITV-FSSM when the …",Cited by 1
A Hyperheuristic and Reinforcement Learning Guided Meta-heuristic Algorithm Recommendation,"N Zhu, F Zhao, J Cao - 2024 27th International Conference on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10580058/,"… GUIDED META-HEURISTIC ALGORITHM RECOMMENDATION The detailed framework ofhyperheuristic algorithm and the expression of state space, action space, and reward in the …",Cited by 2
Selective blockade of Cav1.2 (α1C) versus Cav1.3 (α1D) L-type calcium channels by the black mamba toxin calciseptine,"P Mesirca,J Chemin, C Barrère, E Torre… - Nature …, 2024 - nature.com",https://www.nature.com/articles/s41467-023-43502-w,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Test-time adaptation with state-space models,"M Schirmer,D Zhang,E Nalisnick- ICML 2024 Workshop on …, 2024 - openreview.net",https://openreview.net/forum?id=aNitTRBw70,"… In this paper, we propose a probabilistic state-space model that can adapt a deployed modelsubjected to distribution drift. Our model learns the dynamics induced by distribution shifts …",
Individualized survival predictions using state space model with longitudinal and survival data,"M Cauchi,AR Mills,A Lawrie… - Journal of the …, 2024 - royalsocietypublishing.org",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2023.0682,"… In this article, we introduce the linear state space dynamic survival model for handlinglongitudinal and survival data. This model enhances the traditional linear Gaussian state space …",
Stock Recommendation Model with Investor Risk Acceptance.,"HEIC WANG, YIH CHENG… - Journal of Information …, 2024 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10162364&AN=178433503&h=MWoTwDghdCcsPywR%2BrML%2BkIeDC14p%2FMZgGu7JbA%2BclvIP6ZO9p7torhTb10KxV7kx8E%2FOx0rkfMercpLbDVF4g%3D%3D&crl=c,… environments; (2) State space: The state space is expanded to encompass technical indica…intrinsic informational characteristics ofthe stock market into the state space; (3) Action Space: …,Cited by 2
Operating minimally intelligent agent-based manufacturing systems across the Average demand Interval–coefficient of variation (ADI-CV) demand state space,"Z Neu,B Hicks,J Gopsill- Production & Manufacturing Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21693277.2024.2323479,… Average Demand Interval and Coefficient of Variation (ADI-CV) demand state space. Anestablished state space used in spare part supply chain research. The results show minimally …,
Application of Poisson state-space models and shared frailty models for multistage processes surveillance,"F Ebrahimi,F Sogandi- Quality Technology & Quantitative …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/16843703.2024.2314819?casa_token=pxL1k1LkIi8AAAAA:pKrVOmJnEi37U9Cm6Ky1y6sBN0eJq_S3GmQ_6zKgixYLNeWl9b9vNUkRf5wMZuVtTYh8FF6WS-d04cKRbg,"… , the GEWMA control chart based on a Poisson state-space model and the modified EWMAcontrol … control chart based on a Poisson state-space model performs better than the modified …",
Computational and mathematical biophysics: Markov modeling on dynamic state space for genetic disorders and infectious diseases with mutations: Probabilistic …,"MD Baranon,PGO Weke,J Alladatin,BM Ale- 2024 - digital.zlb.de",https://digital.zlb.de/viewer/metadata/1330616685/,… approach and the application of the dynamic state-space Markov modeling of these conditions.… For Windows users we recommend Windows 10 with the integrated EDGE browser. …,Related articles
Fall-Mamba: A Multimodal Fusion and Masked Mamba-based Approach for Fall Detection,"X Zhang, Q Xu, F Feng, X Lu… - IEEE Internet of Things …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10833684/,"… model named Fall-Mamba. Compared to previous approaches, Fall-Mamba utilizes a Cross-…, demonstrate the superior performance of Fall-Mamba, achieving an accuracy of 99.63% …",Cited by 1
Content Update via Deep Reinforcement Learning in Recommendation-Aware Edge Caching Network,"Z Qiao, Q Yu - 2024 9th International Conference on Intelligent …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10743589/,"… cause the problem that the dimensionality of the state space is too large. Therefore, we preorder… the dimensionality of the state space and avoid some uncommon states from appearing. …",Related articles
The effect of process variability and data quality on performance of a state-space stock assessment model,"EM Liljestrand,JR Bence, JJ Deroba - Fisheries Research, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165783624000870,"… State-space models which specify random effects in all three … that were comparable to thebest state-space model, but do not provide … This work will facilitate the use of state-space stock …",
GraphDRL: GNN-based deep reinforcement learning for interactive recommendation with sparse data,"W Li, X Song,Y Tu- Expert Systems with Applications, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417425004543,… recommendation … recommendation accuracy and efficiency. The superior performance ofour algorithm is confirmed through experiments on three public benchmark recommendation …,Cited by 2
