published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
,Multi-Grained Patch Training for Efficient LLM-based Recommendation,Non-Mamba,,"RecSys + LLM, Mamba is used as a comparison model",,,"J Liao,R Xie, S Li, X Wang,X Sun,Z Kang,X He- 2025 - hexiangnan.github.io",https://hexiangnan.github.io/papers/sigir25-PatchRec.pdf,
,Reinforcement learning-based recommender systems with large language models for state reward and action modeling,Non-Mamba,,RecSys + RL,,,"J Wang,A Karatzoglou,I Arapakis… - Proceedings of the 47th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3626772.3657767,
2025년 2월 19일 오후 4:21 (GMT+8),MobileViM: A Light-weight and Dimension-independent Vision Mamba for 3D Medical Image Analysis,Concrete-Non-RecSys,,Mamba + Vision,,"Efficient evaluation of three-dimensional (3D) medical images is crucial for
diagnostic and therapeutic practices in healthcare. Recent years have seen a
substantial uptake in applying deep learning and computer vision to analyse and
interpret medical images. Traditional approaches, such as convolutional neural
networks (CNNs) and vision transformers (ViTs), face significant computational
challenges, prompting the need for architectural advancements. Recent efforts
have led to the introduction of novel architectures like the ``Mamba'' model as
alternative solutions to traditional CNNs or ViTs. The Mamba model excels in
the linear processing of one-dimensional data with low computational demands.
However, Mamba's potential for 3D medical image analysis remains underexplored
and could face significant computational challenges as the dimension increases.
This manuscript presents MobileViM, a streamlined architecture for efficient
segmentation of 3D medical images. In the MobileViM network, we invent a new
dimension-independent mechanism and a dual-direction traversing approach to
incorporate with a vision-Mamba-based framework. MobileViM also features a
cross-scale bridging technique to improve efficiency and accuracy across
various medical imaging modalities. With these enhancements, MobileViM achieves
segmentation speeds exceeding 90 frames per second (FPS) on a single graphics
processing unit (i.e., NVIDIA RTX 4090). This performance is over 24 FPS faster
than the state-of-the-art deep learning models for processing 3D images with
the same computational resources. In addition, experimental evaluations
demonstrate that MobileViM delivers superior performance, with Dice similarity
scores reaching 92.72%, 86.69%, 80.46%, and 77.43% for PENGWIN, BraTS2024,
ATLAS, and Toothfairy2 datasets, respectively, which significantly surpasses
existing models.","W Dai, J Liu - arXiv preprint arXiv:2502.13524, 2025 - arxiv.org",https://arxiv.org/abs/2502.13524,Related articles
2024년 8월 16일 오후 3:33 (GMT+8),Grassnet: State space model meets graph neural network,Concrete-RecSys-Related,,Mamba + GNN,,"Designing spectral convolutional networks is a formidable task in graph
learning. In traditional spectral graph neural networks (GNNs),
polynomial-based methods are commonly used to design filters via the Laplacian
matrix. In practical applications, however, these polynomial methods encounter
inherent limitations, which primarily arise from the the low-order truncation
of polynomial filters and the lack of overall modeling of the graph spectrum.
This leads to poor performance of existing spectral approaches on real-world
graph data, especially when the spectrum is highly concentrated or contains
many numerically identical values, as they tend to apply the exact same
modulation to signals with the same frequencies. To overcome these issues, in
this paper, we propose Graph State Space Network (GrassNet), a novel graph
neural network with theoretical support that provides a simple yet effective
scheme for designing and learning arbitrary graph spectral filters. In
particular, our GrassNet introduces structured state space models (SSMs) to
model the correlations of graph signals at different frequencies and derives a
unique rectification for each frequency in the graph spectrum. To the best of
our knowledge, our work is the first to employ SSMs for the design of GNN
spectral filters, and it theoretically offers greater expressive power compared
with polynomial filters. Extensive experiments on nine public benchmarks reveal
that GrassNet achieves superior performance in real-world graph modeling tasks.","G Zhao,T Wang,Y Jin,C Lang, Y Li,H Ling- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.08583,
,Proper account of long-term correlations in the observations improves state-space models' performances,Non-Mamba,,Classic MDP,,,"N Bez,P Gloaguen,MP Etienne, R Joo,S Lanco… - 2024 - hal.science",https://hal.science/hal-04547315/,
2024년 3월 7일 오전 12:49 (GMT+8),Medmamba: Vision mamba for medical image classification,Concrete-Non-RecSys,,Mamba + Vision (Medical Image Segmentation),,"Since the era of deep learning, convolutional neural networks (CNNs) and
vision transformers (ViTs) have been extensively studied and widely used in
medical image classification tasks. Unfortunately, CNN's limitations in
modeling long-range dependencies result in poor classification performances. In
contrast, ViTs are hampered by the quadratic computational complexity of their
self-attention mechanism, making them difficult to deploy in real-world
settings with limited computational resources. Recent studies have shown that
state space models (SSMs) represented by Mamba can effectively model long-range
dependencies while maintaining linear computational complexity. Inspired by it,
we proposed MedMamba, the first Vision Mamba for generalized medical image
classification. Concretely, we introduced a novel hybrid basic block named
SS-Conv-SSM, which purely integrates the convolutional layers for extracting
local features with the abilities of SSM to capture long-range dependencies,
aiming to model medical images from different image modalities efficiently. By
employing the grouped convolution strategy and channel-shuffle operation,
MedMamba successfully provides fewer model parameters and a lower computational
burden for efficient applications without sacrificing accuracy. We thoroughly
evaluated MedMamba using 16 datasets containing ten imaging modalities and
411,007 images. Experimental results show that MedMamba demonstrates
competitive performance on most tasks compared with the state-of-the-art
methods. This work aims to explore the potential of Vision Mamba and establish
a new baseline for medical image classification, thereby providing valuable
insights for developing more powerful Mamba-based artificial intelligence
algorithms and applications in medicine. The source codes and all pre-trained
weights of MedMamba are available at https://github.com/YubiaoYue/MedMamba.","Y Yue,Z Li- arXiv preprint arXiv:2403.03849, 2024 - arxiv.org",https://arxiv.org/abs/2403.03849,
2025년 5월 26일 오후 4:24 (GMT+8),Burst Image Super-Resolution via Multi-Cross Attention Encoding and Multi-Scan State-Space Decoding,Concrete-Non-RecSys,,Mamba + Vision (SR),,"Multi-image super-resolution (MISR) can achieve higher image quality than
single-image super-resolution (SISR) by aggregating sub-pixel information from
multiple spatially shifted frames. Among MISR tasks, burst super-resolution
(BurstSR) has gained significant attention due to its wide range of
applications. Recent methods have increasingly adopted Transformers over
convolutional neural networks (CNNs) in super-resolution tasks, due to their
superior ability to capture both local and global context. However, most
existing approaches still rely on fixed and narrow attention windows that
restrict the perception of features beyond the local field. This limitation
hampers alignment and feature aggregation, both of which are crucial for
high-quality super-resolution. To address these limitations, we propose a novel
feature extractor that incorporates two newly designed attention mechanisms:
overlapping cross-window attention and cross-frame attention, enabling more
precise and efficient extraction of sub-pixel information across multiple
frames. Furthermore, we introduce a Multi-scan State-Space Module with the
cross-frame attention mechanism to enhance feature aggregation. Extensive
experiments on both synthetic and real-world benchmarks demonstrate the
superiority of our approach. Additional evaluations on ISO 12233 resolution
test charts further confirm its enhanced super-resolution performance.","T Huang, Y Zhang, T Li, Y Qu, F Liu, Z Wei - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.19668,Related articles
2024년 7월 16일 오전 1:23 (GMT+8),OPa-Ma: Text Guided Mamba for 360-degree Image Out-painting,Concrete-Non-RecSys,,Mamba + Vision,,"In this paper, we tackle the recently popular topic of generating 360-degree
images given the conventional narrow field of view (NFoV) images that could be
taken from a single camera or cellphone. This task aims to predict the
reasonable and consistent surroundings from the NFoV images. Existing methods
for feature extraction and fusion, often built with transformer-based
architectures, incur substantial memory usage and computational expense. They
also have limitations in maintaining visual continuity across the entire
360-degree images, which could cause inconsistent texture and style generation.
To solve the aforementioned issues, we propose a novel text-guided out-painting
framework equipped with a State-Space Model called Mamba to utilize its
long-sequence modelling and spatial continuity. Furthermore, incorporating
textual information is an effective strategy for guiding image generation,
enriching the process with detailed context and increasing diversity.
Efficiently extracting textual features and integrating them with image
attributes presents a significant challenge for 360-degree image out-painting.
To address this, we develop two modules, Visual-textual Consistency Refiner
(VCR) and Global-local Mamba Adapter (GMA). VCR enhances contextual richness by
fusing the modified text features with the image features, while GMA provides
adaptive state-selective conditions by capturing the information flow from
global to local representations. Our proposed method achieves state-of-the-art
performance with extensive experiments on two broadly used 360-degree image
datasets, including indoor and outdoor settings.","P Gao,K Yao,T Ye, S Wang, Y Yao,X Wang- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.10923,Cited by 4
,Detection and classification of Shiitake mushroom fruiting bodies based on Mamba YOLO,Concrete-Non-RecSys,,Mamba + Vision,,,"K Qi, Z Yang, Y Fan, H Song, Z Liang, S Wang… - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-00133-z,
,VMKLA-UNet: vision Mamba with KAN linear attention U-Net,Concrete-Non-RecSys,,Mamba + Vision,,,"C Su, X Luo, S Li, L Chen, J Wang - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-97397-2,
,"Recovery of values from low‐grade and complex minerals: development of sustainable processes: by Elvis Fosso-Kankeu, Bhekie B. Mamba, and Antoine F. Mulaba …",Completely Irrelevant,,Author’s name is Mamba,,,W Firmansyah- 2024 - Taylor & Francis,https://www.tandfonline.com/doi/full/10.1080/00206814.2024.2384075?casa_token=BK7GTBbjKW4AAAAA:YRVMRkG1WjcJgpoPHWuZNbVKQ8KyvZXmnTX9as4_nttAQ8TZ1qx-ztki0wupuavwTzkWFbSYLQRqKnzOrg&casa_token=AnosRED53qYAAAAA:xCnXQouZOKC4EcIiy6u-79igMfJHXFW5ZAlMyFfOTrjdqaWriWFLDh4s7DCYkj8TMCOQa_xCx5YAWH_KIw,
,The removal of pathogenic bacteria and dissolved organic matter from freshwater using microporous membranes: insights into biofilm formation and fouling …,Completely Irrelevant,,Author’s name is Mamba,,,"PP Mamba,TAM Msagati,BB Mamba, MM Motsa… - Biofouling, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08927014.2024.2339438,
,Estimation and inference in games of incomplete information with unobserved heterogeneity and large state space,Completely Irrelevant,,Research paper in economics,,,"Y Fan, S Jiang,X Shi- Quantitative Economics, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.3982/QE2169,
,A mixed Mamba U-net for prostate segmentation in MR images,Concrete-Non-RecSys,,Mamba + Vision (Medical Image Segmentation),,,"Q Du, L Wang, H Chen - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-71045-7,
,DRL-HIFA: a dynamic recommendation system with deep reinforcement learning based Hidden Markov Weight Updation and factor analysis,Non-Mamba,,RecSys + RL,,,"GK Shyam- Multimedia Tools and Applications, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11042-024-18296-8&casa_token=VwRUb6aBVqoAAAAA:SNPKw_CIAbSijjotI_eo6ccnD83y5LoOq1Ec1yeUNeQ7YO535I8X7wEC_nhJ2oI6PfxByty1DwQwYvoUpQ,
,Spatio-temporal degradation model with graph neural network and structured state space model for remaining useful life prediction,Concrete-Non-RecSys,,Mamba + Remaining Useful Life Prediction,,,"X Wu, Z Liu,L Wang- Reliability Engineering & System Safety, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S095183202400841X,Cited by 5
,Koopman-Constrained Hierarchical Deep State Space Model for Industrial Quality Prediction via Cloud–Edge Collaborative Framework,Completely Irrelevant,,Cloud Computing + RL,,,"Q Sui, Y Wang,C Liu,M Han… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10765125/,Cited by 7
,Chelation-directed interface engineering of in-place self-cleaning membranes,Completely Irrelevant,,Research paper in biology,,,"…, L Yan, J Guan, Y Wen, Y Bai,BB Mamba… - Proceedings of the …, 2024 - pnas.org",https://www.pnas.org/doi/abs/10.1073/pnas.2319390121,
,Reinforcement Learning Architecture for Facial Skin Treatment Recommender,Non-Mamba,,RecSys + RL,,,"JK Jin, K Dajani, M Kim,SD Kim… - 2024 IEEE/ACIS 22nd …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10685645/,Related articles
,"Precarious Modernities: Assembling State, Space and Society on the Urban Margins in Morocco: by Cristiana Strava, London, Zed Books, 2022, xi+ 203 pp.",Completely Irrelevant,,"“State, space” is in title",,,CN Silva- 2024 - Taylor & Francis,https://www.tandfonline.com/doi/full/10.1080/00083968.2024.2408977?casa_token=HFMov8mQZdYAAAAA:QWbs0x_zkIuT9i78kEkZp0xSTqzU6uFyeTdvR_mWJ5vUgZf5LEfbaYZW8AgPWhj6-Khxn_Ctswk9nBdOsg&casa_token=rTuPR17JpvoAAAAA:Bqhe0BfKFGCpdp1isHT9kcfsqpWXMX39NyKzs6jlY23WJj2tQeel_OHVXy-mqAzxv1orjG_oDyi3_OnK-g,
,(Un)rooted spaces of belonging: migrant kinship structures in Nadifa Mohamed'sBlack Mamba Boy,Completely Irrelevant,,Mentions literature named “black mamba boy”,,,"C Nwachukwu - Journal of the African Literature Association, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21674736.2024.2379630?casa_token=z3FtnvPbelUAAAAA:7FCUo7OBmgUmCiZ0NS8a2QL1M_j7ID4UkFMMgTldzgzCPd8rcWtHX_9lYnwjoYA1CgvzQlC4HBh6Ldcm3w,
,UVMSR: a novel approach to hyperspectral image super-resolution by fusing U-Net and Mamba,Concrete-Non-RecSys,,Mamba + Vision (SR),,,"T Tang, W Yan, G Bai, X Pan, J Liu - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01431161.2024.2443619?casa_token=_Qoy9e5N3AsAAAAA:_8RPvW73MF0I6N7fsWgQHTHkZg7TsrTvrGMa8HLbvkQqHVL3FvLPyVrmKUb-kVw-N36AGXWYa95sIOvtBg,
,"Joint Content Caching, Recommendation and Transmission for Layered Scalable Videos Over Dynamic Cellular Networks: A Dueling Deep Q-Learning Approach",Non-Mamba,,RecSys + RL,,,"J Xie, Q Jia, X Mu, F Lu - IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10463054/,
,Notation for mass parallel algorithms: computing Petri net state space on GPU case study,Completely Irrelevant,,“petri net state space” is mentioned in context of algorithm theory,,,"DA Zaitsev, Z Zhang, D Liu… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17445760.2024.2431545,
,Optimising TinyML with quantization and distillation of transformer and mamba models for indoor localisation on edge devices,General Mamba,,Edge Intelligence + Mamba,,,"T Suwannaphong,F Jovan,I Craddock… - Scientific Reports, 2025 - nature.com",https://www.nature.com/articles/s41598-025-94205-9,
,Deep Reinforcement Learning Recommendation System Algorithm Based on Multi-Level Attention Mechanisms,Non-Mamba,,RecSys + RL,,,"G Wang, J Ding, F Hu - Electronics, 2024 - search.proquest.com",https://search.proquest.com/openview/f70242c793538fa3acf60562f913bac1/1?pq-origsite=gscholar&cbl=2032404&casa_token=7AmkW6EvgIEAAAAA:cus4dtCr-gPkNopjYl6iq4-dNIol564d5jlTIGPXDGhWycvdF7mm1uP4jA69aosDtuyrVQNOErU,
,State-space modelling using wastewater virus and epidemiological data to estimate reported COVID-19 cases and the potential infection numbers,Completely Irrelevant,,,,,"S Kadoya, Y Li, Y Wang… - Journal of the Royal …, 2025 - royalsocietypublishing.org",https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2024.0456?casa_token=jksLu-UmWwcAAAAA:FRKkySNQDAX03Dcokqi3b73pIuPi6XyKmRNqmQ5HwC5P2jLH4snfF3KwvIJTOCLINFrhhscFXRPetwo,
,Using state space grids for analysing teacher–student interaction in an intervention: The complex dynamics of teaching for musical creativity,Completely Irrelevant,,,,,"L Hendriks,E Kupers,H Steenbeek… - Classroom …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/19463014.2024.2360421,
2024년 3월 25일 오전 7:50 (GMT+8),Modeling analog dynamic range compressors using deep learning and state-space models,Concrete-Non-RecSys,,Mamba + Virtual Analog Modeling(Audio Modeling),,"We describe a novel approach for developing realistic digital models of
dynamic range compressors for digital audio production by analyzing their
analog prototypes. While realistic digital dynamic compressors are potentially
useful for many applications, the design process is challenging because the
compressors operate nonlinearly over long time scales. Our approach is based on
the structured state space sequence model (S4), as implementing the state-space
model (SSM) has proven to be efficient at learning long-range dependencies and
is promising for modeling dynamic range compressors. We present in this paper a
deep learning model with S4 layers to model the Teletronix LA-2A analog dynamic
range compressor. The model is causal, executes efficiently in real time, and
achieves roughly the same quality as previous deep-learning models but with
fewer parameters.","H Yin, G Cheng,CJ Steinmetz,R Yuan… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2403.16331,
,A barking emotion recognition method based on Mamba and Synchrosqueezing Short-Time Fourier Transform,Concrete-Non-RecSys,,Mamba + Audio Modeling,,,"C Yang, S Hu, L Tang, R Deng,G Zhou, J Yi… - Expert Systems with …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424020803,Cited by 6
,EGCM-UNet: Edge Guided Hybrid CNN-Mamba UNet for farmland remote sensing image semantic segmentation,Concrete-Non-RecSys,,Mamba + Vision (Image Segmentation),,,"J Zheng, Y Fu, X Chen, R Zhao, J Lu, H Zhao… - Geocarto …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10106049.2024.2440407,
,Data and Knowledge-Driven Dual-State Augmented Reinforcement Learning for Sequential Recommendation,Non-Mamba,,RecSys + RL,,,"Z Meng, X Tong, Q Zhang, X Cheng - Available at SSRN 4987653 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4987653,
,Adsorption of lead and chromium ions from electroplating wastewater using plantain stalk modified by amorphous alumina developed from waste cans,Completely Irrelevant,,Author’s name is Mamba,,,"EO Ajala, MO Aliyu,MA Ajala,G Mamba, AM Ndana… - Scientific reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-56183-2,
,Enhancing parcel singulation efficiency through transformer-based position attention and state space augmentation,Non-Mamba,,RL,,,"J Shen, H Lu, S Lyu,Y Lu- Expert Systems with Applications, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424002586,
,Deep Q-Learning with Whittle Index for Contextual Restless Bandits: Application to Email Recommender Systems,Non-Mamba,,RecSys + RL,,,"I El Mimouni,K Avrachenkov- Northern Lights Deep Learning …, 2025 - openreview.net",https://openreview.net/forum?id=alnaQJdBNs,
,UU-Mamba: uncertainty-aware u-mamba for cardiac image segmentation,Concrete-Non-RecSys,,Mamba + Vision (Image Segmentation),,,"TY Tsai,L Lin,S Hu,MC Chang… - 2024 IEEE 7th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10708025/,
2024년 5월 24일 오후 10:04 (GMT+8),Meteor: Mamba-based traversal of rationale for large language and vision models,Concrete-Non-RecSys,,Mamba + LLVM (Large Language and Vision Model),,"The rapid development of large language and vision models (LLVMs) has been
driven by advances in visual instruction tuning. Recently, open-source LLVMs
have curated high-quality visual instruction tuning datasets and utilized
additional vision encoders or multiple computer vision models in order to
narrow the performance gap with powerful closed-source LLVMs. These
advancements are attributed to multifaceted information required for diverse
capabilities, including fundamental image understanding, real-world knowledge
about common-sense and non-object concepts (e.g., charts, diagrams, symbols,
signs, and math problems), and step-by-step procedures for solving complex
questions. Drawing from the multifaceted information, we present a new
efficient LLVM, Mamba-based traversal of rationales (Meteor), which leverages
multifaceted rationale to enhance understanding and answering capabilities. To
embed lengthy rationales containing abundant information, we employ the Mamba
architecture, capable of processing sequential data with linear time
complexity. We introduce a new concept of traversal of rationale that
facilitates efficient embedding of rationale. Subsequently, the backbone
multimodal language model (MLM) is trained to generate answers with the aid of
rationale. Through these steps, Meteor achieves significant improvements in
vision language performances across multiple evaluation benchmarks requiring
diverse capabilities, without scaling up the model size or employing additional
vision encoders and computer vision models.","BK Lee,CW Kim,B Park,YM Ro- arXiv preprint arXiv:2405.15574, 2024 - arxiv.org",https://arxiv.org/abs/2405.15574,
,Exploring temperature and precipitation changes under future climate change scenarios for black and white rhinoceros populations in Southern Africa,Completely Irrelevant,,Author’s name is Mamba,,,"HS Mamba,TO Randhir- Biodiversity, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14888386.2023.2291133?casa_token=19jw8-Sb9LcAAAAA:e5rqm_cDelQtUSogYpktrTwijtxTub2MeJxeO_YA76L84UhcJ9Dahv7pGFofIOToN7cYnqxGP2SuQIOQBg,
2024년 9월 4일 오후 11:35 (GMT+8),Obsidian: Cooperative state-space exploration for performant inference on secure ml accelerators,Completely Irrelevant,,,,"Trusted execution environments (TEEs) for machine learning accelerators are
indispensable in secure and efficient ML inference. Optimizing workloads
through state-space exploration for the accelerator architectures improves
performance and energy consumption. However, such explorations are expensive
and slow due to the large search space. Current research has to use fast
analytical models that forego critical hardware details and cross-layer
opportunities unique to the hardware security primitives. While cycle-accurate
models can theoretically reach better designs, their high runtime cost
restricts them to a smaller state space.
  We present Obsidian, an optimization framework for finding the optimal
mapping from ML kernels to a secure ML accelerator. Obsidian addresses the
above challenge by exploring the state space using analytical and
cycle-accurate models cooperatively. The two main exploration components
include: (1) A secure accelerator analytical model, that includes the effect of
secure hardware while traversing the large mapping state space and produce the
best m model mappings; (2) A compiler profiling step on a cycle-accurate model,
that captures runtime bottlenecks to further improve execution runtime, energy
and resource utilization and find the optimal model mapping.
  We compare our results to a baseline secure accelerator, comprising of the
state-of-the-art security schemes obtained from guardnn [ 33 ] and sesame [11].
The analytical model reduces the inference latency by 20.5% for a cloud and
8.4% for an edge deployment with an energy improvement of 24% and 19%
respectively. The cycle-accurate model, further reduces the latency by 9.1% for
a cloud and 12.2% for an edge with an energy improvement of 13.8% and 13.1%.","S Banerjee,S Wei,P Ramrakhyani,M Tiwari- arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.02817,
,Quantum Representation based Preference Evolution Network for E-commerce recommendation,Non-Mamba,,"RecSys + Quantum Mechanics
와 지린다",,,"P Wang, H Cao, P Li, Y Wang, Y Chu,T Liao… - Physica A: Statistical …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0378437124006642,Cited by 2
,Adaptive estimation of the Gutenberg–Richterbvalue using a state space model and particle filtering,Completely Irrelevant,,RL + Sequence Modeling (Earthquake Prediction),,,"D Iwata,KZ Nanjo- Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-54576-x,
,Stability analysis of ND discrete state–space systems,Completely Irrelevant,,Classic SSM,,,"A Kanellakis,A Tawfik,P Agathoklis- Systems Science & Control …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/21642583.2024.2413554,
2025년 2월 7일 오후 10:22 (GMT+8),SSMLoRA: Enhancing Low-Rank Adaptation with State Space Model,Completely Irrelevant,,SSM + LoRA,,"Fine-tuning is a key approach for adapting language models to specific
downstream tasks, but updating all model parameters becomes impractical as
model sizes increase. Parameter-Efficient Fine-Tuning (PEFT) methods, such as
Low-Rank Adaptation (LoRA), address this challenge by introducing additional
adaptation parameters into pre-trained weight matrices. However, LoRA's
performance varies across different insertion points within the model,
highlighting potential parameter inefficiency due to unnecessary insertions. To
this end, we propose SSMLoRA (State Space Model Low-Rank Adaptation), an
extension of LoRA that incorporates a State Space Model (SSM) to interconnect
low-rank matrices. SSMLoRA ensures that performance is maintained even with
sparser insertions. SSMLoRA allows the model to not only map inputs to a
low-rank space for better feature extraction but also leverage the computations
from the previous low-rank space. Our method achieves comparable performance to
LoRA on the General Language Understanding Evaluation (GLUE) benchmark while
using only half the parameters. Additionally, due to its structure, SSMLoRA
shows promise in handling tasks with longer input sequences. .You can find our
code here:https://github.com/yuhkalhic/SSMLoRA.","J Yu, Y Zhang, B Wang,P Lin,Y Liu,S Feng- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.04958,
,"Integrating state-space modeling, parameter estimation, deep learning, and docking techniques in drug repurposing: A case study on COVID-19 cytokine storm",Completely Irrelevant,,SSM + DL + Chemical Modeling,,,"A Bakshi,K Gangopadhyay,S Basak… - Journal of the …, 2025 - academic.oup.com",https://academic.oup.com/jamia/advance-article-abstract/doi/10.1093/jamia/ocaf035/8020798,
,Stability robust for fractional generalized multi-dimensional state–space models,Completely Irrelevant,,SSM,,,"S Salmi, D Bouagada - International Journal of Computer …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00207160.2024.2339243?casa_token=6LjDkZ3YCrMAAAAA:wjFlHtF2XBTLzITw2L7gz7Ji-12004JS-q1p0DfkIeS6gkVxHlvweZW3IoGLk-jASpvGIE7jBcHfIhrMmA&casa_token=mYZPR6ll5i0AAAAA:nH52OakuOYPecLZ32FpbCzG_LrDoONDp70j1TJYVFqex-x6D-KbJIeDoICJ35g9amIOZjuBtD0W7e4FxWQ,
,Fine Tuning Out-of-Vocabulary Item Recommendation with User Sequence Imagination,Non-Mamba,,RecSys,,,"R Liu,H Chen, Y Bei,Q Shen… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/10d52f5d2ef0f69ac10da7c962fb6db9-Abstract-Conference.html,
,Efficient Importance Variational Approximations for State Space Models,Completely Irrelevant,,SSM,,,"R Loaiza-Maya,D Nibbering- Journal of Business & Economic …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/07350015.2024.2429468,
,State space model identification using model reference adaptive approach: software and hardware-in-the-loop simulation,Completely Irrelevant,,SSM,,,"VT Duong,CT Truong, TT Nguyen, HH Nguyen… - Cogent …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/23311916.2024.2434938,
,State space mixture modeling: Finding people with similar patterns of change,Completely Irrelevant,,SSM,,,"MD Hunter- Multivariate Behavioral Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00273171.2023.2261224?casa_token=WBac70obP40AAAAA:L9gOmiZP2ms1pBK93pGa6PwBE0JuKOazQuLJVJwL82XOAomSdF82iKklkBicRq4WSlfuI8eSyZJhgmDRgA,
,Application of Power System Intelligent Recommendation Algorithm in Improving Human-computer Interactive Experience Model,Non-Mamba,,RecSys,,,"K Xu, J Zhang, H Huang, J Ni, B Cui… - … on Electronics and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10834905/,Related articles
,Quantifying spontaneous infant movements using state-space models,Completely Irrelevant,,SSM,,,"E Passmore, AKL Kwong, JE Olsen, AL Eeles… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-80202-x,
,Curriculum Generation for Learning Guiding Functions in State-Space Search Algorithms,Completely Irrelevant,,SSM,,,"S Pendurkar,LHS Lelis,NR Sturtevant… - Proceedings of the …, 2024 - ojs.aaai.org",https://ojs.aaai.org/index.php/SOCS/article/view/31546,
,A deep clustering-based state-space model for improved disease risk prediction in personalized healthcare,Completely Irrelevant,,SSM,,,"S Niu,J Ma,Q Yin,L Bai, C Li,X Yang- Annals of Operations Research, 2024 - Springer",https://link.springer.com/article/10.1007/s10479-023-05817-1,
,Efficient TinyML architectures for on-device small language models: Privacy-preserving inference at the edge,Completely Irrelevant,,Edge Intelligence + Language Modeling,,,"M Pujari,A Goel, AK Pakina - International Journal Science and …, 2024 - journal.admi.or.id",https://journal.admi.or.id/index.php/IJST/article/view/1958,
,Relational Stock Selection via Probabilistic State Space Learning,Completely Irrelevant,,SSM + Stock Selection,,,"Q Gao, Z Liu, L Huang, K Zhang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10771680/,
